,condition,chat_id,user_id,target_behaviour,readiness_to_change_start,utterance_id,turn_id,datetime,user_utterance,valence,valence_score,label,label_score,sublabel,sublabel_score,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,user_word_count,harmful,Harmful Types,Advice Subtype,Giving Facts Subtype,Request for Advise/Information
909,no_system,162,60be29be5264e6ed7ff6126b,gesünder essen,9,1839,6,2023-08-14 15:53:22.92886,"Es gibt weitere Faktoren, die das schwierig machen. Oft ist es schneller und einfacher nicht komplett selbst zu kochen",change,0.979031264781952,Reason,0.998080968856812,ability,0.986449897289276,,2023-08-14 15:53:31.860698,"Es ist absolut verständlich, dass Zeit und Bequemlichkeit eine Rolle spielen, wenn es um Ernährung geht. Was könnten deiner Meinung nach Schritte sein, um trotzdem gesünder zu essen",gut/hilfreich,"Die Essensvorbereitung optimieren, sodass diese weniger Zeit beansprucht oder an freien tagen Zeit beansprucht.",19,,,,,
910,no_system,162,60be29be5264e6ed7ff6126b,gesünder essen,9,1844,7,2023-08-14 15:56:38.022558,Wo ist meine vorherige Antwort hin?,sustain,0.884634137153625,Reason,0.883610725402832,General Reason,0.937519669532776,,2023-08-14 15:56:49.991433,"Tut mir leid, es scheint ein Problem mit dem System gegeben zu haben. Du hast gesagt, dass es oft schneller und einfacher ist, nicht komplett selbst zu kochen. Wäre es eine Option für dich, gesunde Alternativen zu finden, die auch schnell und einfach zuzubereiten sind",gut/hilfreich,passender lösungsvorschlag,6,,,,,
911,no_system,162,60be29be5264e6ed7ff6126b,gesünder essen,9,1847,8,2023-08-14 15:57:40.825912,schon wieder ist die antwort weg,sustain,0.941169500350952,Reason,0.993267297744751,General Reason,0.996810376644135,,2023-08-14 15:57:47.198771,Entschuldigung für die Unannehmlichkeiten. Es scheint ein technisches Problem vorzuliegen. Könntest du deine letzte Antwort wiederholen,gut/hilfreich,antwort war weg,6,,,,,
912,no_system,162,60be29be5264e6ed7ff6126b,gesünder essen,9,1850,9,2023-08-14 15:59:32.021883,ich hab meine antwort bereits vergessen,sustain,0.978335678577423,Reason,0.910695254802704,General Reason,0.987880408763885,,2023-08-14 15:59:40.357949,"Das ist in Ordnung. Lassen Sie uns zurück zu Ihrer Motivation gehen, gesünder zu essen. Sie haben erwähnt, dass Sie Angst haben, im Alter Krankheiten aufgrund Ihrer Ernährung zu bekommen. Wie könnten Sie diese Motivation nutzen, um Veränderungen in Ihrem Ernährungsverhalten zu initiieren",gut/hilfreich,passende antwort,6,,,,,
913,no_system,162,60be29be5264e6ed7ff6126b,gesünder essen,9,1852,10,2023-08-14 16:00:32.626819,Vermeidung von zukünftigem Übel als Motivator zur Verhaltensänderung,change,0.99497002363205,Reason,0.994325339794159,General Reason,0.992178022861481,Summary,2023-08-14 16:00:47.347148,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast ausgedrückt, dass du dich gesünder ernähren möchtest, um potenzielle gesundheitliche Probleme im Alter zu vermeiden. Du bist generell offen für Veränderungen und bewertest deine Fähigkeit, diese Ernährungsumstellung durchzuführen, mit einer 6 von 10 auf der Zuversichtsskala. Allerdings hast du auch Bedenken geäußert, dass Zeit und Bequemlichkeit Hindernisse sein könnten, da es oft schneller und einfacher ist, nicht selbst zu kochen. Du betrachtest die Vermeidung von zukünftigen gesundheitlichen Problemen als einen starken Motivator für diese Verhaltensänderung. Habe ich noch etwas vergessen?",gut/hilfreich,gute zusammenfassung,8,,,,,
914,no_system,162,60be29be5264e6ed7ff6126b,gesünder essen,9,1858,11,2023-08-14 16:12:56.273626,"Nein, das ist alles",change,0.573494136333466,Reason,0.996892690658569,General Reason,0.992378830909729,Next Steps,2023-08-14 16:12:58.206497,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,"Nein, werde ich nicht",4,,,,,
915,no_system,162,60be29be5264e6ed7ff6126b,gesünder essen,9,1859,12,2023-08-14 16:14:45.177787,Nein!,change,0.952536702156067,Reason,0.993813753128052,ability,0.619433403015137,Goodbye,2023-08-14 16:14:46.999952,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,1,,,,,
1915,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1842,1,2023-08-14 15:55:39.658691,start,,0.0,,0.0,,0.0,,2023-08-14 15:55:41.776584,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
1916,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1843,2,2023-08-14 15:56:12.540111,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-14 15:56:15.205626,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,4,,,,,
1917,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1845,3,2023-08-14 15:56:39.652015,"Weil ich merke, dass ich meine Aufgaben nicht erledigt kriege.",,0.0,,0.0,,0.0,,2023-08-14 15:56:45.594754,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,10,,,,,
1918,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1846,4,2023-08-14 15:56:53.776748,8,,0.0,,0.0,,0.0,,2023-08-14 15:56:56.009127,Eine 8. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,1,,,,,
1919,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1848,5,2023-08-14 15:57:43.622671,"Weil ich die Veränderung sehr wichtig ist, aber ich die Motivation nicht finde, etwas zu ändern.",sustain,0.997267603874207,Reason,0.999281585216522,General Reason,0.404431611299515,,2023-08-14 15:57:54.587568,"Ja, das kann manchmal eine Herausforderung sein. Aber es ist gut, dass du diese Verhaltensänderung als so wichtig für dich siehst. Es wäre interessant zu wissen, was du glaubst, was geschehen würde, wenn du weiterhin prokrastinierst.",gut/hilfreich,,16,,,,,
1920,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1849,6,2023-08-14 15:58:53.465331,"Ich weiß es nicht, ich würde vermutlich gestresster werden.",sustain,0.985250413417816,Reason,0.999173820018768,General Reason,0.993757367134094,,2023-08-14 15:59:01.967606,"Es scheint, als ob das Prokrastinieren zu mehr Stress führen könnte. Was glaubst du, würde sich in deinem Leben verbessern, wenn du weniger prokrastinieren würdest",gut/hilfreich,Gibt positive Denkanstöße.,9,,,,,
1921,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1851,7,2023-08-14 16:00:04.525615,Ich würde meine Aufgaben schneller aus der Welt schaffen und wäre weniger gestresst.,change,0.999009728431702,Reason,0.998981416225433,General Reason,0.780573487281799,,2023-08-14 16:00:15.835952,"Das klingt doch nach einer wunderbaren Verbesserung. Du würdest also mehr Zeit für dich haben und weniger gestresst sein. Dies sind sehr positive Veränderungen.
Was glaubst du, hält dich aktuell davon ab, weniger zu prokrastinieren",gut/hilfreich,,13,,,,,
1922,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1853,8,2023-08-14 16:01:14.814662,Meine Depressionen.,change,0.966303706169128,Reason,0.998863101005554,General Reason,0.996423661708832,,2023-08-14 16:01:27.659523,"Es tut mir leid zu hören, dass du unter Depressionen leidest. Das kann eine sehr schwierige Situation sein, und es ist verständlich, dass das deine Motivation beeinträchtigen kann. Es ist wichtig, dass du professionelle Unterstützung in Anspruch nimmst, wenn du das noch nicht getan hast. Ein Therapeut oder Psychiater kann dir helfen, Strategien zu entwickeln, um mit deiner Depression umzuge",gut/hilfreich,"Feingefühl und schöne Vorschläge, Text ist jedoch abgeschnitten.",2,1,Advise,Action-Oriented Guidance,,
1923,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1854,9,2023-08-14 16:03:03.61766,"Ich bin schon in Therapie, keine Sorge :)",change,0.732466816902161,Reason,0.921836793422699,General Reason,0.995051920413971,,2023-08-14 16:03:15.793227,"Das ist gut zu hören. Therapie kann eine große Hilfe sein und ich hoffe, dass du dort Unterstützung findest. Es ist toll, dass du bereits diesen wichtigen Schritt gemacht hast. Aber zurück zu deinem Wunsch, weniger zu prokrastinieren: Hast du schon mal überlegt, kleine Schritte in Richtung deines Ziels zu machen",gut/hilfreich,,8,2,"Feeling
Advise",Action-Oriented Guidance,,
1924,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1855,10,2023-08-14 16:03:57.415399,"Ja, aber ich weß nicht welche.",sustain,0.992787301540375,Reason,0.99871814250946,General Reason,0.988834202289581,Summary,2023-08-14 16:04:17.347269,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast das Gefühl, dass deine Depressionen dich davon abhalten, weniger zu prokrastinieren. Du siehst die Notwendigkeit der Veränderung und bewertest ihre Wichtigkeit mit einer 8 auf einer Skala von 0 bis 10. Du hast den Eindruck, dass deine Prokrastination zu mehr Stress führt und glaubst, dass du dich besser fühlen würdest, wenn du deine Aufgaben schneller erledigen könntest. Du bist dir jedoch unsicher, welche kleinen Schritte du unternehmen könntest, um dieses Ziel zu erreichen. Du bist bereits in Therapie, was zeigt, dass du bereit bist, Unterstützung in Anspruch zu nehmen und an deiner Situation zu arbeiten. Habe ich noch etwas vergessen?",gut/hilfreich,,6,,,,,
1925,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1856,11,2023-08-14 16:05:17.012755,Nein,change,0.935725748538971,Reason,0.990990877151489,desire,0.414574831724167,Next Steps,2023-08-14 16:05:19.145577,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,1,,,,,
1926,no_system,163,63fc37d285b211e89eb39f79,weniger prokrastinieren,6,1857,12,2023-08-14 16:05:53.091195,Dieses Thema nochmal in der Therapie zu besprechen.,change,0.999035954475403,Commitment,0.998332917690277,,,Goodbye,2023-08-14 16:05:55.201994,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,8,,,,,
777,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1860,1,2023-08-14 16:21:10.030728,start,,0.0,,0.0,,0.0,,2023-08-14 16:21:11.684613,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
778,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1861,2,2023-08-14 16:21:40.460762,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-14 16:21:42.324502,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,4,,,,,
779,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1862,3,2023-08-14 16:21:58.4881,ich möchte effizienter arbeiten,,0.0,,0.0,,0.0,,2023-08-14 16:22:01.98794,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,4,,,,,
780,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1863,4,2023-08-14 16:22:09.866468,5,,0.0,,0.0,,0.0,,2023-08-14 16:22:11.665722,Eine 5. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,1,,,,,
781,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1865,5,2023-08-14 16:22:44.814264,weil ich selten Probleme mit Prokrastination habe,sustain,0.64254504442215,Reason,0.99870491027832,General Reason,0.992261111736298,,2023-08-14 16:22:56.376502,"Es ist gut zu hören, dass Prokrastination nicht oft ein Problem für dich darstellt. Es scheint jedoch, dass es immer noch Zeiten gibt, in denen es ein Problem darstellt. Kannst du mir mehr darüber erzählen, was in diesen Zeiten passiert und warum du denkst, dass du prokrastinierst",gut/hilfreich,ich lenke mich manchmal mit Internetsurfen ab,7,1,Feeling,,,
782,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1867,6,2023-08-14 16:24:08.718695,in diesen Zeiten lenke ich mich mit Internet surfen ab,change,0.989325284957886,Taking Steps,0.981383144855499,,,,2023-08-14 16:24:23.768238,"Ich verstehe. Es scheint, dass das Internet eine Ablenkung für dich sein kann, wenn du versuchst, effizient zu arbeiten. Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie zuversichtlich fühlst du dich, dass du in der Lage sein wirst, dieses Verhalten zu ändern, wenn du dich dazu entscheidest",gut/hilfreich,7,10,,,,,
783,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1868,7,2023-08-14 16:25:04.206589,7,change,0.796296834945679,Reason,0.53860867023468,desire,0.392691493034363,,2023-08-14 16:25:13.739279,"Eine 7, das ist schon recht zuversichtlich! Du scheinst zu glauben, dass du die Kontrolle über dein Verhalten hast und dass du in der Lage bist, diese Änderung vorzunehmen, wenn du dich dafür entscheidest. Was gibt dir dieses Vertrauen",gut/hilfreich,ich kann die meiste Zeit mich auf meine arbeite konzentrieren ohne mich abzulenken,1,,,,,
784,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1871,8,2023-08-14 16:26:40.12062,ich kann mich die meiste Zeit auf die Arbeit konzentrieren ohne mich abzulenken,change,0.999096274375916,Taking Steps,0.909427464008331,,,,2023-08-14 16:26:52.682759,"Das ist großartig zu hören! Du hast also bereits die Fähigkeit, dich zu konzentrieren und dich nicht ablenken zu lassen. Was könntest du tun, um diese Fähigkeit zu stärken und noch konsequenter anzuwenden",gut/hilfreich,wärend der Arbeitszeit mein Handy wegpacken,13,1,Feeling,,,
785,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1872,9,2023-08-14 16:27:43.601298,während der Arbeitszeit mein Handy wegpacken,change,0.998055458068848,Commitment,0.972740650177002,,,,2023-08-14 16:27:53.636037,"Das klingt nach einem guten ersten Schritt. Dein Handy wegzupacken während der Arbeitszeit könnte dir dabei helfen, weniger abgelenkt zu sein. Gibt es weitere Schritte oder Strategien, die du ausprobieren könntest, um deine Prokrastination zu verringern",gut/hilfreich,,6,,,,,
786,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1873,10,2023-08-14 16:28:30.694643,nein,change,0.991522550582886,Reason,0.943213701248169,General Reason,0.887419581413269,Summary,2023-08-14 16:28:52.31539,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch geäußert, weniger zu prokrastinieren, um effizienter arbeiten zu können. Du hast eine mittlere Motivation für diese Veränderung angegeben, da du selten Probleme mit der Prokrastination hast. Du hast jedoch bemerkt, dass es Zeiten gibt, in denen dich das Surfen im Internet von deiner Arbeit ablenkt. Du bist recht zuversichtlich, dass du in der Lage sein wirst, diese Verhaltensänderung anzugehen, weil du die meiste Zeit in der Lage bist, dich auf deine Arbeit zu konzentrieren. Als ersten Schritt zur Verringerung deiner Prokrastination hast du vorgeschlagen, dein Handy während der Arbeitszeit wegzupacken. Habe ich noch etwas vergessen?",gut/hilfreich,,1,,,,,
787,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1874,11,2023-08-14 16:30:00.719251,nein,change,0.991522550582886,Reason,0.943213701248169,General Reason,0.887419581413269,Next Steps,2023-08-14 16:30:03.783551,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,1,,,,,
788,no_system,164,6060dc354e4fcd8373c1380b,weniger prokrastinieren,4,1876,12,2023-08-14 16:30:37.698625,ich werde morgen während der Arbeitszeit mein Handy wegpacken,change,0.999145865440369,Commitment,0.998930037021637,,,Goodbye,2023-08-14 16:30:40.580839,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,9,,,,,
806,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1877,1,2023-08-14 16:31:39.334694,start,,0.0,,0.0,,0.0,,2023-08-14 16:31:41.004278,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
807,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1878,2,2023-08-14 16:32:07.853174,Ich möchte mich gesünder ernähren,,0.0,,0.0,,0.0,,2023-08-14 16:32:09.97876,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,5,,,,,
808,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1888,3,2023-08-14 16:39:10.611345,Diese Veränderung ist gut für meine Gesundheit. Ich werde fitter und voller Energie fühlen,,0.0,,0.0,,0.0,,2023-08-14 16:39:13.92619,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,14,,,,,
809,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1889,4,2023-08-14 16:39:19.478459,6,,0.0,,0.0,,0.0,,2023-08-14 16:39:21.196734,Eine 6. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,1,,,,,
810,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1890,5,2023-08-14 16:39:48.500971,"Ich habe die obere Einschätzung gewählt, weil ich sowohl gesund als auch lecker essen möchte",change,0.999035239219666,Reason,0.794293522834778,desire,0.501666605472565,Elaboration,2023-08-14 16:39:55.415456,"Das ist eine sehr nachvollziehbare Perspektive. Kannst du mir ein konkretes Beispiel nennen, wann du das letzte Mal den Wunsch hattest, gesünder zu essen, aber gleichzeitig nicht auf etwas Leckeres verzichten wolltest",gut/hilfreich,,15,,,,,
811,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1894,6,2023-08-14 16:51:08.02644,"Ich mag Pizza sehr gerne, deshalb möchte ich nicht darauf verzichten. Also esse ich Gemüsepizza statt Hähnchen-Pizza",change,0.973952353000641,Taking Steps,0.997702062129974,,,Reviewing Past Successes,2023-08-14 16:51:15.966137,"Das ist ein sehr guter Ansatz, um einen Ausgleich zwischen Gesundheit und Genuss zu finden. Wie hast du dich gefühlt, nachdem du diese Entscheidung getroffen hast",gut/hilfreich,,17,1,Giving Facts,,Reinforcement of User Utterance,
812,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1895,7,2023-08-14 16:54:57.90017,nichts besonderes,change,0.932239472866058,Reason,0.994602084159851,General Reason,0.508229374885559,Digging Deep,2023-08-14 16:55:04.667137,"Interessant. Kannst du etwas genauer beschreiben, was du mit ""nichts besonderes"" meinst",schlecht/unpassend,,2,,,,,
813,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1896,8,2023-08-14 16:58:20.988251,"Ich mag die Gemüsepizza, aber sie ist nicht gut genug, um Hähnchen-Pizza zu ersetzen",sustain,0.99520218372345,Reason,0.996484994888306,desire,0.971864998340607,Amplified,2023-08-14 16:58:28.196104,"Du scheinst also zu spüren, dass die Gemüsepizza zwar eine gute Alternative ist, aber nicht ganz die Befriedigung bringt, die du von der Hähnchen-Pizza gewohnt bist. Das klingt nach einem echten Dilemma.",gut/hilfreich,,14,,,,,
814,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1898,9,2023-08-14 17:01:43.518876,"Ja, wie kann ich dann dieses Problem lösen?",sustain,0.911591172218323,Reason,0.998250663280487,ability,0.981597661972046,Strength-based,2023-08-14 17:01:51.054863,"Es scheint, als ob du dir bereits Gedanken darüber gemacht hast, wie du gesündere Entscheidungen treffen kannst, ohne auf Genuss zu verzichten. Welche anderen Strategien hast du in der Vergangenheit angewandt, um ähnliche Herausforderungen zu bewältigen",schlecht/unpassend,Die Antwort ist überhaupt nicht hilfreich,8,,,1,,
815,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1900,10,2023-08-14 17:08:27.112132,"Ich versuche, meine Ernährung ausgewogen zu gestalten. Wenn ich mich heute ungesund ernähre, werde ich morgen etwas gesünder essen",change,0.999390840530396,Commitment,0.998883187770844,,,Summary,2023-08-14 17:08:38.926679,"Lass mich unser bisheriges Gespräch zusammenfassen. Du versuchst also, deine Ernährung insgesamt ausgewogen zu gestalten, indem du ungesündere und gesündere Mahlzeiten abwechselst. Du hast auch erkannt, dass du zwar die Gemüsepizza magst, sie aber nicht das gleiche Maß an Befriedigung bietet wie die Hähnchen-Pizza. Dies scheint ein zentraler Punkt in deinem Bestreben zu sein, eine gesündere Ernährung zu erreichen, ohne auf leckeres Essen zu verzichten. Habe ich noch etwas vergessen?",gut/hilfreich,Gute Zusammenfassung,19,,,,,
816,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1901,11,2023-08-14 17:10:20.868982,"Nein, das war alles",change,0.679747700691223,Reason,0.980588018894196,General Reason,0.994729459285736,Next Steps,2023-08-14 17:10:22.63296,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,4,,,,,
817,framework,166,606b94352e103bc54d43321b,gesünder essen,6,1902,12,2023-08-14 17:15:22.084323,Ich möchte auch aktiver sein,change,0.999354064464569,Reason,0.998913049697876,desire,0.993097841739655,Goodbye,2023-08-14 17:15:23.844127,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,5,,,,,
432,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1879,1,2023-08-14 16:33:45.478571,start,,0.0,,0.0,,0.0,,2023-08-14 16:33:47.474297,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,1,,,,,
433,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1880,2,2023-08-14 16:34:15.657258,Ich möchte weniger prokrastinieren,,0.0,,0.0,,0.0,,2023-08-14 16:34:17.652894,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,4,,,,,
434,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1881,3,2023-08-14 16:34:45.155804,Damit ich produktiver bin und mich nicht immer so schlecht fühle,,0.0,,0.0,,0.0,,2023-08-14 16:34:49.249925,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,11,,,,,
435,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1882,4,2023-08-14 16:35:00.452764,10,,0.0,,0.0,,0.0,,2023-08-14 16:35:02.68694,Eine 10. Das klingt als stündest du dieser Veränderung sehr zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du nicht 9 oder weniger angegeben?,,,1,,,,,
436,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1883,5,2023-08-14 16:35:37.404664,Weil es mich wirklich sehr nervt so viel zu prokrastinieren und ich damit unbedingt aufhören will,change,0.999001085758209,Reason,0.999278366565704,desire,0.829035758972168,Looking Forward,2023-08-14 16:35:44.950024,"Du bist also wirklich sehr motiviert, deine Prokrastinationsgewohnheiten zu ändern. Kannst du dir eine Zukunft vorstellen, in der du weniger prokrastinierst",gut/hilfreich,,16,,,,,
437,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1884,6,2023-08-14 16:36:21.019593,ja,change,0.99399346113205,Commitment,0.562796294689178,,,Hypothetical,2023-08-14 16:36:26.080396,Stelle dir diese Zukunft einmal vor. Wie würde sich das auf dein Leben auswirken,gut/hilfreich,,1,,,,,
438,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1885,7,2023-08-14 16:37:05.41332,"Ich wäre entspannter, hätte weniger Stress und innere Unruhe",change,0.996067345142365,Reason,0.999025821685791,General Reason,0.995882987976074,Continuing the Paragraph,2023-08-14 16:37:11.631241,"Du siehst eine Zukunft vor dir, in der du entspannter und weniger gestresst bist. Wie würdest du dich fühlen, wenn du dieses Ziel erreicht hast",gut/hilfreich,,9,,,,,
439,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1886,8,2023-08-14 16:37:44.004832,sehr gut wahrscheinlichs,change,0.964050889015198,Reason,0.992488145828247,ability,0.46679824590683,Elaboration,2023-08-14 16:37:51.514533,"Du stellst dir eine Zukunft vor, in der du dich sehr gut fühlst, weil du weniger prokrastinierst. Was könnte der erste Schritt sein, um dieses Ziel zu erreichen",gut/hilfreich,,3,,,,,
440,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1887,9,2023-08-14 16:38:39.10349,Mir fest vornehmen bestimmte Dinge direkt zu erledigen,change,0.997675478458405,Commitment,0.994068264961243,,,Elaboration,2023-08-14 16:38:45.482604,"Du hast vor, bestimmte Dinge direkt zu erledigen. Kannst du mir ein konkretes Beispiel nennen, wann du das das letzte Mal gemacht hast und wie es dir dabei ergangen ist",schlecht/unpassend,unnötige frage,8,,,,,
441,framework,167,5ea68dcc37c517000832b4b1,weniger prokrastinieren,6,1891,10,2023-08-14 16:39:58.860336,Eine email die zwei minuten benötigt hat direkt geschrieben. In dem Moment hat das keine besonderen Emotionen ausgelöst,change,0.99748694896698,Reason,0.994152009487152,General Reason,0.995227932929993,Summary,2023-08-14 16:40:07.93707,"Lass mich unser bisheriges Gespräch zusammenfassen. Du erinnerst dich, dass du kürzlich eine E-Mail, die nur zwei Minuten in Anspruch genommen hat, direkt geschrieben hast. In dem Moment hat das keine besonderen Emotionen in dir ausgelöst. Habe ich noch etwas vergessen?",gut/hilfreich,,18,,,,,
